MovieID,Cluster_Num,Movie_ID,Movie_Title,Movie_Genre
272,0,272,"Madness of King George, The (1994)",Drama
273,9,273,Mary Shelley's Frankenstein (1994),Drama|Horror
274,9,274,Man of the House (1995),Comedy
275,9,275,Mixed Nuts (1994),Comedy
276,9,276,Milk Money (1994),Comedy|Romance
277,9,277,Miracle on 34th Street (1994),Drama
278,9,278,Miami Rhapsody (1995),Comedy
279,9,279,My Family (1995),Drama
2814,9,2814,"Bat, The (1959)",Horror
3211,9,3211,"Cry in the Dark, A (1988)",Drama
1780,9,1780,Ayn Rand: A Sense of Life (1997),Documentary
2268,4,2268,"Few Good Men, A (1992)",Crime|Drama
2269,9,2269,Indecent Proposal (1993),Drama
1132,0,1132,Manon of the Spring (Manon des sources) (1986),Drama
2262,2,2262,About Last Night... (1986),Comedy|Drama|Romance
2263,9,2263,"Seventh Sign, The (1988)",Thriller
2260,9,2260,Wisdom (1986),Action|Crime
2261,9,2261,One Crazy Summer (1986),Comedy
2266,9,2266,"Butcher's Wife, The (1991)",Comedy|Romance
2267,9,2267,Mortal Thoughts (1991),Mystery|Thriller
2264,9,2264,We're No Angels (1989),Drama
2265,9,2265,Nothing But Trouble (1991),Adventure|Comedy
2442,9,2442,Hilary and Jackie (1998),Drama
2443,9,2443,Playing by Heart (1998),Drama|Romance
2440,9,2440,Another Day in Paradise (1998),Drama
1130,9,1130,"Howling, The (1980)",Horror
2446,9,2446,In Dreams (1999),Thriller
2447,2,2447,Varsity Blues (1999),Comedy|Drama
2444,9,2444,24 7: Twenty Four Seven (1997),Comedy|Drama
1004,9,1004,"Glimmer Man, The (1996)",Action|Thriller
2448,9,2448,Virus (1999),Horror|Sci-Fi
2449,9,2449,"Garbage Pail Kids Movie, The (1987)",Adventure|Children's
108,9,108,Catwalk (1995),Documentary
2515,9,2515,Children of the Corn II: The Final Sacrifice (1993),Horror
102,9,102,Mr. Wrong (1996),Comedy
103,9,103,Unforgettable (1996),Thriller
100,9,100,City Hall (1996),Drama|Thriller
101,9,101,Bottle Rocket (1996),Comedy
106,9,106,Nobody Loves Me (Keiner liebt mich) (1994),Comedy|Drama
107,9,107,Muppet Treasure Island (1996),Adventure|Children's|Comedy|Musical
104,2,104,Happy Gilmore (1996),Comedy
105,2,105,"Bridges of Madison County, The (1995)",Drama|Romance
2046,2,2046,Flight of the Navigator (1986),Adventure|Children's|Sci-Fi
2047,9,2047,"Gnome-Mobile, The (1967)",Children's
2044,9,2044,"Devil and Max Devlin, The (1981)",Comedy
2045,9,2045,"Far Off Place, A (1993)",Adventure|Children's|Drama|Romance
2042,9,2042,D2: The Mighty Ducks (1994),Children's|Comedy
2043,9,2043,Darby O'Gill and the Little People (1959),Adventure|Children's|Fantasy
2040,9,2040,"Computer Wore Tennis Shoes, The (1970)",Children's|Comedy
2041,9,2041,Condorman (1981),Action|Adventure|Children's|Comedy
2048,9,2048,"Great Mouse Detective, The (1986)",Animation|Children's
2049,9,2049,"Happiest Millionaire, The (1967)",Comedy|Musical
1373,2,1373,Star Trek V: The Final Frontier (1989),Action|Adventure|Sci-Fi
2839,9,2839,West Beirut (West Beyrouth) (1998),Drama
3238,9,3238,Eye of the Beholder (1999),Thriller
2737,9,2737,Assassination (1987),Action
2038,9,2038,"Cat from Outer Space, The (1978)",Children's|Comedy|Sci-Fi
2835,9,2835,Chill Factor (1999),Action|Thriller
3519,9,3519,Force 10 from Navarone (1978),Action|War
3518,9,3518,"End of Violence, The (1997)",Drama|Thriller
3513,2,3513,Rules of Engagement (2000),Drama|Thriller
3512,2,3512,Return to Me (2000),Drama|Romance
3511,9,3511,Ready to Rumble (2000),Comedy
3510,3,3510,Frequency (2000),Drama|Thriller
3517,9,3517,"Bells, The (1926)",Crime|Drama
3516,9,3516,"Bell, Book and Candle (1958)",Comedy|Romance
3515,9,3515,Me Myself I (2000),Comedy
3514,9,3514,Joe Gould's Secret (2000),Drama
2688,2,2688,"General's Daughter, The (1999)",Drama|Thriller
2689,9,2689,Get Bruce (1999),Documentary
2685,9,2685,"Red Dwarf, The (Le Nain rouge) (1998)",Comedy|Drama
2686,0,2686,"Red Violin, The (Le Violon rouge) (1998)",Drama|Mystery
2687,2,2687,Tarzan (1999),Animation|Children's
2681,9,2681,Free Enterprise (1998),Comedy|Romance|Sci-Fi
2682,9,2682,Limbo (1999),Drama
2683,8,2683,Austin Powers: The Spy Who Shagged Me (1999),Comedy
1436,9,1436,Falling in Love Again (1980),Comedy
1437,9,1437,"Cement Garden, The (1993)",Drama
1434,9,1434,"Stranger, The (1994)",Action
99,9,99,Heidi Fleiss: Hollywood Madam (1995),Documentary
98,9,98,Shopping (1994),Action|Thriller
3395,9,3395,Nadine (1987),Comedy
93,9,93,Vampire in Brooklyn (1995),Comedy|Romance
92,9,92,Mary Reilly (1996),Drama|Thriller
95,2,95,Broken Arrow (1996),Action|Thriller
94,9,94,Beautiful Girls (1996),Drama
97,9,97,"Hate (Haine, La) (1995)",Drama
96,9,96,In the Bleak Midwinter (1995),Comedy
1991,9,1991,Child's Play (1988),Horror
3206,9,3206,Against All Odds (1984),Romance
1621,9,1621,Soul Food (1997),Drama
3204,9,3204,"Boys from Brazil, The (1978)",Thriller
3203,2,3203,Dead Calm (1989),Thriller
1994,4,1994,Poltergeist (1982),Horror|Thriller
1625,4,1625,"Game, The (1997)",Mystery|Thriller
1624,9,1624,"Thousand Acres, A (1997)",Drama
1999,9,1999,"Exorcist III, The (1990)",Horror
1998,9,1998,Exorcist II: The Heretic (1977),Horror
1629,9,1629,"MatchMaker, The (1997)",Comedy|Romance
1431,9,1431,Beverly Hills Ninja (1997),Action|Comedy
3209,9,3209,"Loves of Carmen, The (1948)",Drama
3208,2,3208,Loaded Weapon 1 (1993),Action|Comedy
3013,9,3013,Bride of Re-Animator (1990),Comedy|Horror
3010,9,3010,Rosetta (1999),Drama
2860,9,2860,Blue Streak (1999),Comedy
2861,2,2861,For Love of the Game (1999),Comedy|Drama
2862,9,2862,Caligula (1980),Drama
2863,0,2863,"Hard Day's Night, A (1964)",Comedy|Musical
2864,9,2864,Splendor (1999),Comedy
558,9,558,"Pagemaster, The (1994)",Action|Adventure|Animation|Children's|Fantasy
2866,0,2866,"Buddy Holly Story, The (1978)",Drama
2867,2,2867,Fright Night (1985),Comedy|Horror
555,2,555,True Romance (1993),Action|Crime|Romance
2869,9,2869,"Separation, The (La S�paration) (1994)",Drama
557,9,557,Mamma Roma (1962),Drama
556,9,556,"War Room, The (1993)",Documentary
551,4,551,"Nightmare Before Christmas, The (1993)",Children's|Comedy|Musical
550,9,550,Threesome (1994),Comedy|Romance
553,2,553,Tombstone (1993),Western
552,2,552,"Three Musketeers, The (1993)",Action|Adventure|Comedy
3538,9,3538,East is East (1999),Comedy
3015,9,3015,Coma (1978),Thriller
1199,4,1199,Brazil (1985),Sci-Fi
1198,7,1198,Raiders of the Lost Ark (1981),Action|Adventure
3349,9,3349,"Perils of Pauline, The (1947)",Comedy
1191,9,1191,Madonna: Truth or Dare (1991),Documentary
1190,9,1190,Tie Me Up! Tie Me Down! (1990),Drama
1193,7,1193,One Flew Over the Cuckoo's Nest (1975),Drama
1192,9,1192,Paris Is Burning (1990),Documentary
3346,9,3346,Color Me Blood Red (1965),Horror
3347,0,3347,Never Cry Wolf (1983),Drama
1197,7,1197,"Princess Bride, The (1987)",Action|Adventure|Comedy|Romance
1196,7,1196,Star Wars: Episode V - The Empire Strikes Back (1980),Action|Adventure|Drama|Sci-Fi|War
1759,9,1759,Four Days in September (1997),Drama
1758,9,1758,Dangerous Beauty (1998),Drama
1756,9,1756,"Prophecy II, The (1998)",Horror
1755,9,1755,Shooting Fish (1997),Romance
1754,2,1754,Fallen (1998),Action|Mystery|Thriller
1753,9,1753,Half Baked (1998),Comedy
1752,9,1752,Hard Rain (1998),Action|Thriller
1750,9,1750,Star Kid (1997),Adventure|Children's|Fantasy|Sci-Fi
1177,9,1177,Enchanted April (1991),Drama
1176,9,1176,"Double Life of Veronique, The (La Double Vie de V�ronique) (1991)",Drama
1175,0,1175,Delicatessen (1991),Comedy|Sci-Fi
1174,9,1174,Grosse Fatigue (1994),Comedy
1173,9,1173,"Cook the Thief His Wife & Her Lover, The (1989)",Drama
1172,0,1172,Cinema Paradiso (1988),Comedy|Drama|Romance
1171,0,1171,Bob Roberts (1992),Comedy
1170,9,1170,Best of the Best 3: No Turning Back (1995),Action
1179,0,1179,"Grifters, The (1990)",Crime|Drama|Film-Noir
1178,0,1178,Paths of Glory (1957),Drama|War
511,9,511,"Program, The (1993)",Action|Drama
1006,9,1006,"Chamber, The (1996)",Drama
513,9,513,Radioland Murders (1994),Comedy|Mystery|Romance
644,9,644,Happy Weekend (1996),Comedy
1285,4,1285,Heathers (1989),Comedy
1284,0,1284,"Big Sleep, The (1946)",Film-Noir|Mystery
1287,4,1287,Ben-Hur (1959),Action|Adventure|Drama
1286,2,1286,Somewhere in Time (1980),Drama|Romance
1281,0,1281,"Great Dictator, The (1940)",Comedy
1280,0,1280,Raise the Red Lantern (1991),Drama
1283,0,1283,High Noon (1952),Western
1282,5,1282,Fantasia (1940),Animation|Children's|Musical
515,0,515,"Remains of the Day, The (1993)",Drama
1289,9,1289,Koyaanisqatsi (1983),Documentary|War
1288,4,1288,This Is Spinal Tap (1984),Comedy|Drama|Musical
1002,9,1002,Ed's Next Move (1996),Comedy
876,9,876,Police Story 4: Project S (Chao ji ji hua) (1993),Action
1579,9,1579,For Ever Mozart (1996),Drama
688,9,688,Operation Dumbo Drop (1995),Action|Adventure|Comedy|War
877,9,877,Girls Town (1996),Drama
1573,4,1573,Face/Off (1997),Action|Sci-Fi|Thriller
1572,9,1572,Contempt (Le M�pris) (1963),Drama
1571,9,1571,When the Cats Away (Chacun cherche son chat) (1996),Comedy|Romance
1000,9,1000,Curdled (1996),Crime
681,9,681,Clean Slate (Coup de Torchon) (1981),Crime
680,9,680,Alphaville (1965),Sci-Fi
1575,9,1575,Gabbeh (1996),Drama
1574,9,1574,Fall (1997),Romance
662,9,662,Fear (1996),Thriller
458,9,458,Geronimo: An American Legend (1993),Drama|Western
3433,9,3433,Death Wish 4: The Crackdown (1987),Action|Drama
1349,9,1349,Nosferatu a Venezia (1986),Horror
872,9,872,Aiqing wansui (1994),Drama
621,9,621,My Favorite Season (1993),Drama
2190,9,2190,Why Do Fools Fall In Love? (1998),Drama
3435,0,3435,Double Indemnity (1944),Crime|Film-Noir
870,9,870,Gone Fishin' (1997),Comedy
627,9,627,"Last Supper, The (1995)",Drama|Thriller
626,9,626,"Thin Line Between Love and Hate, A (1996)",Comedy
2741,9,2741,No Mercy (1986),Action|Thriller
2740,9,2740,"Kindred, The (1986)",Horror
1793,9,1793,Welcome to Woop-Woop (1997),Comedy
624,9,624,Condition Red (1995),Action|Drama|Thriller
2743,9,2743,Native Son (1986),Drama
1371,4,1371,Star Trek: The Motion Picture (1979),Action|Adventure|Sci-Fi
1370,4,1370,Die Hard 2 (1990),Action|Thriller
405,9,405,Highlander III: The Sorcerer (1994),Action|Sci-Fi
1372,4,1372,Star Trek VI: The Undiscovered Country (1991),Action|Adventure|Sci-Fi
1375,4,1375,Star Trek III: The Search for Spock (1984),Action|Adventure|Sci-Fi
1374,4,1374,Star Trek: The Wrath of Khan (1982),Action|Adventure|Sci-Fi
1377,4,1377,Batman Returns (1992),Action|Adventure|Comedy|Crime
1376,4,1376,Star Trek IV: The Voyage Home (1986),Action|Adventure|Sci-Fi
1379,2,1379,Young Guns II (1990),Action|Comedy|Western
1378,2,1378,Young Guns (1988),Action|Comedy|Western
452,9,452,Widows' Peak (1994),Drama
409,9,409,Above the Rim (1994),Drama
408,9,408,8 Seconds (1994),Drama
3834,9,3834,Bronco Billy (1980),Adventure|Drama|Romance
3835,9,3835,"Crush, The (1993)",Thriller
3836,2,3836,Kelly's Heroes (1970),Action|Comedy|War
453,9,453,For Love or Money (1993),Comedy
3830,9,3830,Psycho Beach Party (2000),Comedy|Horror|Thriller
3831,9,3831,Saving Grace (2000),Comedy
3832,9,3832,"Black Sabbath (Tre Volti Della Paura, I) (1963)",Horror
3833,9,3833,"Brain That Wouldn't Die, The (1962)",Horror|Sci-Fi
1344,0,1344,Cape Fear (1962),Film-Noir|Thriller
2192,9,2192,See the Sea (Regarde la mer) (1997),Drama
3838,9,3838,Phantasm III: Lord of the Dead (1994),Horror
3839,9,3839,Phantasm IV: Oblivion (1998),Horror
455,9,455,Free Willy (1993),Adventure|Children's|Drama
2749,9,2749,"Morning After, The (1986)",Drama|Mystery
456,9,456,Fresh (1994),Drama
2748,9,2748,Allan Quartermain and the Lost City of Gold (1987),Action|Adventure
457,7,457,"Fugitive, The (1993)",Action|Thriller
1018,9,1018,That Darn Cat! (1965),Children's|Comedy|Mystery
379,2,379,Timecop (1994),Action|Sci-Fi
378,9,378,Speechless (1994),Comedy|Romance
371,9,371,"Paper, The (1994)",Comedy|Drama
370,2,370,Naked Gun 33 1/3: The Final Insult (1994),Comedy
373,0,373,Red Rock West (1992),Thriller
372,2,372,Reality Bites (1994),Comedy|Drama
375,9,375,Safe Passage (1994),Drama
374,9,374,Richie Rich (1994),Children's|Comedy
377,4,377,Speed (1994),Action|Romance|Thriller
376,2,376,"River Wild, The (1994)",Action|Thriller
3093,0,3093,McCabe & Mrs. Miller (1971),Drama|Western
892,9,892,Twelfth Night (1996),Comedy|Drama|Romance
393,9,393,Street Fighter (1994),Action
392,9,392,"Secret Adventures of Tom Thumb, The (1993)",Adventure|Children's
391,9,391,Jason's Lyric (1994),Crime|Drama
390,9,390,Faster Pussycat! Kill! Kill! (1965),Action|Comedy|Drama
397,9,397,"Fear, The (1995)",Horror
396,9,396,Fall Time (1995),Drama
394,9,394,Coldblooded (1995),Action
398,9,398,Frank and Ollie (1995),Documentary
895,9,895,Venice/Venice (1992),Drama
2309,9,2309,"Inheritors, The (Die Siebtelbauern) (1998)",Drama
2308,9,2308,Detroit 9000 (1973),Action|Crime
2301,2,2301,History of the World: Part I (1981),Comedy
2300,1,2300,"Producers, The (1968)",Comedy|Musical
2303,0,2303,Nashville (1975),Drama|Musical
2302,4,2302,My Cousin Vinny (1992),Comedy
2305,9,2305,Slam (1998),Drama
2304,9,2304,Love Is the Devil (1998),Drama
2307,9,2307,One Tough Cop (1998),Action|Drama
2306,9,2306,Holy Man (1998),Comedy
3748,9,3748,"Match, The (1999)",Comedy|Romance
3749,9,3749,Time Regained (Le Temps Retrouv�) (1999),Drama
3746,9,3746,Butterfly (La Lengua de las Mariposas) (2000),Drama|War
3747,9,3747,Jesus' Son (1999),Drama
3744,2,3744,Shaft (2000),Action|Crime
3745,2,3745,Titan A.E. (2000),Adventure|Animation|Sci-Fi
3742,0,3742,"Battleship Potemkin, The (Bronenosets Potyomkin) (1925)",Drama|War
3743,9,3743,Boys and Girls (2000),Comedy|Romance
3740,2,3740,Big Trouble in Little China (1986),Action|Comedy
3741,0,3741,Badlands (1973),Crime|Drama
245,9,245,"Glass Shield, The (1994)",Crime|Drama
244,9,244,Gumby: The Movie (1995),Animation|Children's
247,0,247,Heavenly Creatures (1994),Drama|Fantasy|Romance|Thriller
246,0,246,Hoop Dreams (1994),Documentary
241,9,241,Fluke (1995),Children's|Drama
240,9,240,Hideaway (1995),Thriller
243,9,243,Gordy (1995),Comedy
242,9,242,Farinelli: il castrato (1994),Drama|Musical
249,2,249,Immortal Beloved (1994),Drama|Romance
248,9,248,Houseguest (1994),Comedy
2275,9,2275,Six-String Samurai (1998),Action|Adventure|Sci-Fi
2277,9,2277,Somewhere in the City (1997),Drama
2276,9,2276,"Soldier's Daughter Never Cries, A (1998)",Drama
2271,9,2271,Permanent Midnight (1998),Drama
2273,2,2273,Rush Hour (1998),Action|Thriller
2272,9,2272,One True Thing (1998),Drama
2279,9,2279,Urban Legend (1998),Horror|Thriller
2278,4,2278,Ronin (1998),Action|Crime|Thriller
972,9,972,"Last Time I Saw Paris, The (1954)",Drama
2198,9,2198,Modulations (1998),Documentary
264,9,264,"Enfer, L' (1994)",Drama
2459,9,2459,"Texas Chainsaw Massacre, The (1974)",Horror
3201,0,3201,Five Easy Pieces (1970),Drama
2455,4,2455,"Fly, The (1986)",Horror|Sci-Fi
2454,2,2454,"Fly, The (1958)",Horror|Sci-Fi
2457,2,2457,Running Scared (1986),Action|Comedy
2456,9,2456,"Fly II, The (1989)",Horror|Sci-Fi
2451,9,2451,"Gate, The (1987)",Horror
2450,2,2450,Howard the Duck (1986),Adventure|Children's|Sci-Fi
2453,9,2453,"Boy Who Could Fly, The (1986)",Drama|Fantasy
2452,9,2452,"Gate II: Trespassers, The (1990)",Horror
179,9,179,Mad Love (1995),Drama|Romance
178,9,178,Love & Human Remains (1993),Comedy
177,9,177,Lord of Illusions (1995),Horror
176,9,176,Living in Oblivion (1995),Comedy
175,9,175,Kids (1995),Drama
174,9,174,Jury Duty (1995),Comedy
173,2,173,Judge Dredd (1995),Action|Adventure|Sci-Fi
172,2,172,Johnny Mnemonic (1995),Action|Sci-Fi|Thriller
171,9,171,Jeffrey (1995),Comedy
170,2,170,Hackers (1995),Action|Crime|Thriller
3698,4,3698,"Running Man, The (1987)",Action|Adventure|Sci-Fi
3699,4,3699,Starman (1984),Adventure|Drama|Romance|Sci-Fi
2053,2,2053,"Honey, I Blew Up the Kid (1992)",Children's|Comedy|Sci-Fi
2052,9,2052,Hocus Pocus (1993),Children's|Comedy
2055,9,2055,Hot Lead and Cold Feet (1978),Comedy|Western
2054,4,2054,"Honey, I Shrunk the Kids (1989)",Adventure|Children's|Comedy|Fantasy|Sci-Fi
2057,9,2057,"Incredible Journey, The (1963)",Adventure|Children's
2056,9,2056,In Search of the Castaways (1962),Adventure|Children's
2059,2,2059,"Parent Trap, The (1998)",Children's|Drama
2058,4,2058,"Negotiator, The (1998)",Action|Thriller
3692,9,3692,Class of Nuke 'Em High (1986),Comedy|Horror
3693,9,3693,"Toxic Avenger, The (1985)",Comedy|Horror
3694,9,3694,"Toxic Avenger, Part II, The (1989)",Comedy|Horror
3695,9,3695,"Toxic Avenger Part III: The Last Temptation of Toxie, The (1989)",Comedy|Horror
3696,9,3696,Night of the Creeps (1986),Comedy|Horror|Sci-Fi
3697,2,3697,Predator 2 (1990),Action|Sci-Fi|Thriller
2156,9,2156,"Best Man, The (Il Testimone dello sposo) (1997)",Comedy|Drama
652,9,652,"301, 302 (1995)",Mystery
3088,0,3088,Harvey (1950),Comedy
1504,9,1504,Hollow Reed (1996),Drama
651,9,651,"Superweib, Das (1996)",Comedy
3526,4,3526,Parenthood (1989),Comedy|Drama
3527,4,3527,Predator (1987),Action|Sci-Fi|Thriller
3524,2,3524,Arthur (1981),Comedy|Romance
3525,2,3525,Bachelor Party (1984),Comedy
3522,9,3522,Sacco and Vanzetti (Sacco e Vanzetti) (1971),Drama
3523,9,3523,Taffin (1988),Action|Thriller
3520,9,3520,How to Stuff a Wild Bikini (1965),Comedy
3521,9,3521,Mystery Train (1989),Comedy|Crime|Drama
1508,9,1508,Traveller (1997),Drama
3528,2,3528,"Prince of Tides, The (1991)",Drama|Romance
3529,9,3529,"Postman Always Rings Twice, The (1981)",Crime|Thriller
1364,9,1364,Zero Kelvin (Kj�rlighetens kj�tere) (1995),Action
3086,9,3086,March of the Wooden Soldiers (a.k.a. Laurel & Hardy in Toyland) (1934),Comedy
338,9,338,Virtuosity (1995),Sci-Fi|Thriller
1977,9,1977,Friday the 13th: The Final Chapter (1984),Horror
658,9,658,Billy's Holiday (1995),Drama
2699,4,2699,Arachnophobia (1990),Action|Comedy|Sci-Fi|Thriller
1600,9,1600,She's So Lovely (1997),Drama|Romance
2697,9,2697,My Son the Fanatic (1998),Comedy|Drama|Romance
2696,9,2696,"Dinner Game, The (Le D�ner de cons) (1998)",Comedy
2695,9,2695,"Boys, The (1997)",Drama
2694,2,2694,Big Daddy (1999),Comedy
2693,9,2693,Trekkies (1997),Documentary
2692,4,2692,Run Lola Run (Lola rennt) (1998),Action|Crime|Romance
2691,9,2691,"Legend of 1900, The (Leggenda del pianista sull'oceano) (1998)",Drama
1365,9,1365,Ridicule (1996),Drama
1602,9,1602,Leave It to Beaver (1997),Comedy
1605,9,1605,Excess Baggage (1997),Adventure|Romance
1604,9,1604,Money Talks (1997),Action|Comedy
3223,9,3223,"Zed & Two Noughts, A (1985)",Drama
1970,9,1970,"Nightmare on Elm Street 3: Dream Warriors, A (1987)",Horror
1362,9,1362,"Garden of Finzi-Contini, The (Giardino dei Finzi-Contini, Il) (1970)",Drama
3232,9,3232,Seven Chances (1925),Comedy
3233,9,3233,Smashing Time (1967),Comedy
3230,9,3230,"Odessa File, The (1974)",Thriller
1968,4,1968,"Breakfast Club, The (1985)",Comedy|Drama
1969,9,1969,"Nightmare on Elm Street Part 2: Freddy's Revenge, A (1985)",Horror
1619,2,1619,Seven Years in Tibet (1997),Drama|War
1964,0,1964,Klute (1971),Drama|Mystery
1617,7,1617,L.A. Confidential (1997),Crime|Film-Noir|Mystery|Thriller
1966,9,1966,Metropolitan (1990),Comedy
1967,2,1967,Labyrinth (1986),Adventure|Children's|Fantasy
1960,0,1960,"Last Emperor, The (1987)",Drama|War
1961,4,1961,Rain Man (1988),Drama
1962,0,1962,Driving Miss Daisy (1989),Drama
1963,0,1963,Take the Money and Run (1969),Comedy
1749,9,1749,"Leading Man, The (1996)",Romance
2873,9,2873,Lulu on the Bridge (1998),Drama|Mystery|Romance
2872,4,2872,Excalibur (1981),Action|Drama|Fantasy|Romance
2871,0,2871,Deliverance (1972),Adventure|Thriller
2870,9,2870,Barefoot in the Park (1967),Comedy
2877,9,2877,Tommy (1975),Drama|Musical
2876,9,2876,Thumbelina (1994),Animation|Children's
2875,2,2875,Sommersby (1993),Drama|Mystery|Romance
2874,9,2874,"Pajama Game, The (1957)",Comedy
2879,9,2879,Operation Condor (Feiying gaiwak) (1990),Action|Adventure|Comedy
2878,9,2878,Hell Night (1981),Horror
3355,9,3355,"Ninth Gate, The (2000)",Thriller
3354,2,3354,Mission to Mars (2000),Sci-Fi
3357,9,3357,East-West (Est-ouest) (1999),Drama|Romance
3351,9,3351,Two Thousand Maniacs! (1964),Horror
3350,9,3350,"Raisin in the Sun, A (1961)",Drama
3353,9,3353,"Closer You Get, The (2000)",Comedy|Romance
1117,9,1117,"Eighth Day, The (Le Huiti�me jour ) (1996)",Drama
3359,0,3359,Breaking Away (1979),Drama
3358,2,3358,Defending Your Life (1991),Comedy|Romance
3781,9,3781,Shaft in Africa (1973),Action|Crime
1769,2,1769,"Replacement Killers, The (1998)",Action|Thriller
1116,9,1116,"Single Girl, A (La Fille Seule) (1995)",Drama
1361,9,1361,Paradise Lost: The Child Murders at Robin Hood Hills (1996),Documentary
1762,9,1762,Deep Rising (1998),Action|Horror|Sci-Fi
1760,9,1760,Spice World (1997),Comedy|Musical
1767,9,1767,Music From Another Room (1998),Drama|Romance
1764,9,1764,Tainted (1998),Comedy|Thriller
1142,9,1142,Get Over It (1996),Drama
2965,9,2965,"Omega Code, The (1999)",Action
1147,0,1147,When We Were Kings (1996),Documentary
1144,9,1144,"Line King: Al Hirschfeld, The (1996)",Documentary
1145,9,1145,Snowriders (1996),Documentary
1148,5,1148,"Wrong Trousers, The (1993)",Animation|Comedy
1149,9,1149,JLG/JLG - autoportrait de d�cembre (1994),Documentary|Drama
2966,0,2966,"Straight Story, The (1999)",Drama
690,9,690,"Promise, The (Versprechen, Das) (1994)",Romance
1546,9,1546,Schizopolis (1996),Comedy
1547,9,1547,Shiloh (1997),Children's|Drama
1544,4,1544,"Lost World: Jurassic Park, The (1997)",Action|Adventure|Sci-Fi|Thriller
1545,9,1545,Ponette (1996),Drama
1542,9,1542,Brassed Off (1996),Comedy|Drama|Romance
697,9,697,Feeling Minnesota (1996),Drama|Romance
694,9,694,"Substitute, The (1996)",Action
1541,9,1541,Addicted to Love (1997),Comedy|Romance
698,9,698,Delta of Venus (1994),Drama
1548,9,1548,"War at Home, The (1996)",Drama
1549,9,1549,Rough Magic (1995),Drama|Romance
542,9,542,Son in Law (1993),Comedy
543,2,543,So I Married an Axe Murderer (1993),Comedy|Romance|Thriller
540,9,540,Sliver (1993),Thriller
541,7,541,Blade Runner (1982),Film-Noir|Sci-Fi
546,9,546,Super Mario Bros. (1993),Action|Adventure|Children's|Sci-Fi
547,9,547,Surviving the Game (1994),Action|Adventure|Thriller
544,9,544,Striking Distance (1993),Action
545,9,545,Harlem (1993),Drama
3784,9,3784,"Kid, The (2000)",Comedy
548,9,548,Terminal Velocity (1994),Action
549,9,549,Thirty-Two Short Films About Glenn Gould (1993),Documentary
1864,9,1864,Sour Grapes (1998),Comedy
760,9,760,Stalingrad (1993),War
761,9,761,"Phantom, The (1996)",Adventure
2969,9,2969,"Man and a Woman, A (Un Homme et une Femme) (1966)",Drama|Romance
1785,9,1785,King of New York (1990),Action|Crime
1627,9,1627,U Turn (1997),Action|Crime|Mystery
2388,9,2388,Steam: The Turkish Bath (Hamam) (1997),Drama|Romance
1787,9,1787,"Paralyzing Fear: The Story of Polio in America, A (1998)",Documentary
